# Internal Shock Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 B_eq (G) 	 Gamma_e 	 E_syn (keV) 	 Gamma_r 	 L_diss (erg/s) 	 nu_c (Hz) 	 nu_m (Hz) 	 shell_index 	 a_syn 	 tau 	 relvel

123800 	 7.01627 	 1.15706 	 135.897 	 6457.83 	 21.8468 	 231.29 	 1.96988e+48 	 4.9884e+17 	 1.58646e+16 	 660 	 0.078768 	 0.00191569 	 0.481961
125074 	 7.02817 	 1.16379 	 134.671 	 6472.98 	 21.7997 	 231.802 	 1.96969e+48 	 5.0667e+17 	 1.57953e+16 	 661 	 0.0786208 	 0.00187374 	 0.482388
125493 	 7.03207 	 1.17292 	 64.1725 	 1479.65 	 0.541584 	 231.286 	 8.31679e+47 	 4.61018e+18 	 3.93291e+14 	 509 	 0.0668387 	 0.00185428 	 0.249004
126351 	 7.0401 	 1.17578 	 134.022 	 6542.4 	 22.1616 	 231.793 	 2.03559e+48 	 5.03641e+17 	 1.60582e+16 	 662 	 0.0806119 	 0.00182917 	 0.484493
127637 	 7.05206 	 1.18257 	 132.791 	 6554.08 	 22.0846 	 232.299 	 2.03097e+48 	 5.11849e+17 	 1.59676e+16 	 663 	 0.0803252 	 0.00179252 	 0.484864
128932 	 7.06406 	 1.1894 	 131.57 	 6565.4 	 22.0049 	 232.803 	 2.02596e+48 	 5.202e+17 	 1.58755e+16 	 664 	 0.0800257 	 0.00175374 	 0.485203
129061 	 7.06525 	 1.19582 	 62.7235 	 1495.12 	 0.542833 	 232.294 	 8.41485e+47 	 4.74982e+18 	 3.92487e+14 	 508 	 0.0668387 	 0.00174366 	 0.250209
130230 	 7.07608 	 1.20148 	 130.924 	 6632.56 	 22.346 	 232.793 	 2.08994e+48 	 5.17385e+17 	 1.61223e+16 	 665 	 0.0819312 	 0.00171251 	 0.487187
131537 	 7.08814 	 1.20837 	 129.714 	 6641.94 	 22.2497 	 233.291 	 2.08242e+48 	 5.25946e+17 	 1.60185e+16 	 666 	 0.0815527 	 0.00167582 	 0.487473
132684 	 7.09868 	 1.22414 	 60.7979 	 1484.7 	 0.519971 	 232.791 	 8.34884e+47 	 4.97709e+18 	 3.75154e+14 	 507 	 0.0668387 	 0.00164079 	 0.249336
132854 	 7.10024 	 1.22053 	 129.053 	 6706.68 	 22.5692 	 233.284 	 2.14414e+48 	 5.2348e+17 	 1.62491e+16 	 667 	 0.0833675 	 0.0016366 	 0.489361
134173 	 7.11237 	 1.22748 	 127.847 	 6713.3 	 22.4497 	 233.776 	 2.13297e+48 	 5.32357e+17 	 1.61291e+16 	 668 	 0.0828779 	 0.00160457 	 0.489596
135502 	 7.12453 	 1.23446 	 126.668 	 6721.28 	 22.3422 	 234.265 	 2.12376e+48 	 5.41185e+17 	 1.60183e+16 	 669 	 0.0824453 	 0.0015706 	 0.489803
136363 	 7.13237 	 1.24754 	 59.428 	 1498.3 	 0.519795 	 233.773 	 8.43533e+47 	 5.13118e+18 	 3.73453e+14 	 506 	 0.0668387 	 0.001545 	 0.250411
136839 	 7.13673 	 1.24672 	 125.986 	 6780.99 	 22.6179 	 234.258 	 2.1794e+48 	 5.39252e+17 	 1.62164e+16 	 670 	 0.0840584 	 0.00153426 	 0.491579
138181 	 7.14895 	 1.25377 	 124.826 	 6787.86 	 22.5014 	 234.741 	 2.16876e+48 	 5.48213e+17 	 1.60997e+16 	 671 	 0.0835816 	 0.00150208 	 0.491737
139533 	 7.16122 	 1.26085 	 123.656 	 6792.12 	 22.3642 	 235.223 	 2.15477e+48 	 5.57608e+17 	 1.59687e+16 	 672 	 0.0830058 	 0.00147312 	 0.491868
140100 	 7.16635 	 1.27123 	 58.083 	 1510.79 	 0.518665 	 234.737 	 8.51495e+47 	 5.29303e+18 	 3.7111e+14 	 505 	 0.0668387 	 0.00145568 	 0.251402
140890 	 7.17351 	 1.27321 	 122.976 	 6849 	 22.6145 	 235.214 	 2.20709e+48 	 5.55951e+17 	 1.61481e+16 	 673 	 0.0845028 	 0.00143699 	 0.493537
142253 	 7.18583 	 1.28036 	 121.833 	 6853 	 22.4757 	 235.689 	 2.19281e+48 	 5.65391e+17 	 1.60166e+16 	 674 	 0.0839173 	 0.00140957 	 0.493622
143628 	 7.1982 	 1.28754 	 120.679 	 6854.39 	 22.3168 	 236.163 	 2.17524e+48 	 5.75282e+17 	 1.58714e+16 	 675 	 0.0832354 	 0.00138273 	 0.49368
143898 	 7.20063 	 1.29522 	 56.779 	 1523.04 	 0.517356 	 235.684 	 8.59266e+47 	 5.45826e+18 	 3.68686e+14 	 504 	 0.0668387 	 0.00137232 	 0.252312
145005 	 7.21059 	 1.3 	 120.009 	 6909.09 	 22.5475 	 236.154 	 2.22494e+48 	 5.73822e+17 	 1.60361e+16 	 676 	 0.0846405 	 0.00134917 	 0.495249
146391 	 7.22302 	 1.30724 	 118.875 	 6909.41 	 22.3808 	 236.621 	 2.20601e+48 	 5.83871e+17 	 1.58862e+16 	 677 	 0.0839189 	 0.00132374 	 0.495263
147757 	 7.23521 	 1.32469 	 55.0602 	 1510.07 	 0.494168 	 236.152 	 8.51068e+47 	 5.72217e+18 	 3.51464e+14 	 503 	 0.0668387 	 0.00129227 	 0.2513
147788 	 7.23549 	 1.31978 	 118.198 	 6961.84 	 22.5917 	 236.615 	 2.25305e+48 	 5.82735e+17 	 1.60363e+16 	 678 	 0.0852323 	 0.00129173 	 0.496751
149186 	 7.24798 	 1.32708 	 117.084 	 6961.11 	 22.4178 	 237.077 	 2.23279e+48 	 5.9295e+17 	 1.58818e+16 	 679 	 0.0844726 	 0.00126762 	 0.496723
150595 	 7.26051 	 1.33442 	 115.968 	 6958.65 	 22.2315 	 237.538 	 2.21049e+48 	 6.03533e+17 	 1.57193e+16 	 680 	 0.0836535 	 0.00124402 	 0.496671
151676 	 7.27009 	 1.34926 	 53.8189 	 1520.32 	 0.491516 	 237.075 	 8.57598e+47 	 5.90612e+18 	 3.48217e+14 	 502 	 0.0668387 	 0.00121961 	 0.252095
152012 	 7.27308 	 1.34706 	 115.298 	 7008.59 	 22.4209 	 237.531 	 2.2543e+48 	 6.0264e+17 	 1.58537e+16 	 681 	 0.0848621 	 0.00121423 	 0.498065
153433 	 7.28567 	 1.35446 	 114.202 	 7005.1 	 22.2281 	 237.986 	 2.23075e+48 	 6.13404e+17 	 1.56873e+16 	 682 	 0.0840078 	 0.00119184 	 0.497972
154864 	 7.29831 	 1.3619 	 113.119 	 7001.66 	 22.0375 	 238.439 	 2.2076e+48 	 6.24315e+17 	 1.55232e+16 	 683 	 0.083165 	 0.00116794 	 0.497857
155660 	 7.30531 	 1.37417 	 52.6016 	 1529.62 	 0.488154 	 237.982 	 8.63537e+47 	 6.0985e+18 	 3.44517e+14 	 501 	 0.0668387 	 0.00115161 	 0.252814
156302 	 7.31098 	 1.37464 	 112.435 	 7046.27 	 22.1835 	 238.431 	 2.24433e+48 	 6.24053e+17 	 1.56266e+16 	 684 	 0.0841607 	 0.00114217 	 0.499161
157746 	 7.32367 	 1.38215 	 111.371 	 7041.84 	 21.9871 	 238.878 	 2.22006e+48 	 6.35158e+17 	 1.54593e+16 	 685 	 0.0832866 	 0.00112136 	 0.499007
159200 	 7.33642 	 1.38969 	 110.298 	 7034.84 	 21.7727 	 239.324 	 2.19273e+48 	 6.4678e+17 	 1.528e+16 	 686 	 0.082325 	 0.0010991 	 0.498831
159710 	 7.34087 	 1.39941 	 51.4156 	 1538.45 	 0.484484 	 238.873 	 8.69153e+47 	 6.29685e+18 	 3.4065e+14 	 500 	 0.0668387 	 0.00108791 	 0.253462
160659 	 7.34918 	 1.40253 	 109.634 	 7078.39 	 21.9096 	 239.315 	 2.22805e+48 	 6.46597e+17 	 1.53766e+16 	 687 	 0.0832725 	 0.0010751 	 0.500049
162125 	 7.36199 	 1.41014 	 108.588 	 7071.31 	 21.6971 	 239.756 	 2.20087e+48 	 6.58305e+17 	 1.51995e+16 	 688 	 0.0823166 	 0.00105394 	 0.499836
163602 	 7.37483 	 1.41779 	 107.548 	 7063.5 	 21.4811 	 240.195 	 2.17313e+48 	 6.70292e+17 	 1.50207e+16 	 689 	 0.0813444 	 0.001035 	 0.499602
163826 	 7.37677 	 1.425 	 50.2415 	 1545.69 	 0.47964 	 239.75 	 8.73812e+47 	 6.50852e+18 	 3.36011e+14 	 499 	 0.0668387 	 0.00102821 	 0.25404
165083 	 7.38771 	 1.43074 	 106.882 	 7103.12 	 21.5873 	 240.185 	 2.20325e+48 	 6.70599e+17 	 1.50956e+16 	 690 	 0.0821377 	 0.0010109 	 0.500738
166572 	 7.40062 	 1.43845 	 105.861 	 7094.36 	 21.3669 	 240.619 	 2.17458e+48 	 6.82813e+17 	 1.49145e+16 	 691 	 0.0811404 	 0.000992895 	 0.500469
168011 	 7.41304 	 1.45615 	 48.7555 	 1530.93 	 0.45743 	 240.183 	 8.6442e+47 	 6.82056e+18 	 3.19875e+14 	 498 	 0.0668387 	 0.000972209 	 0.252871
168072 	 7.41357 	 1.45148 	 105.194 	 7131.9 	 21.4569 	 240.613 	 2.20208e+48 	 6.83456e+17 	 1.49777e+16 	 692 	 0.0818521 	 0.0009715 	 0.501539
169575 	 7.42655 	 1.45925 	 104.184 	 7121.26 	 21.2253 	 241.041 	 2.17131e+48 	 6.96048e+17 	 1.47897e+16 	 693 	 0.0807969 	 0.000952736 	 0.501235
171088 	 7.43957 	 1.46707 	 103.181 	 7109.94 	 20.9913 	 241.468 	 2.14014e+48 	 7.08936e+17 	 1.46008e+16 	 694 	 0.0797303 	 0.00093596 	 0.500912
172265 	 7.44966 	 1.48244 	 47.6501 	 1537.28 	 0.452381 	 241.038 	 8.68476e+47 	 7.04943e+18 	 3.15222e+14 	 497 	 0.0668387 	 0.000919651 	 0.25335
172609 	 7.45262 	 1.4802 	 102.53 	 7146.05 	 21.0708 	 241.461 	 2.16574e+48 	 7.09743e+17 	 1.46565e+16 	 695 	 0.080384 	 0.000914419 	 0.501906
174135 	 7.46571 	 1.48808 	 101.538 	 7132.85 	 20.8262 	 241.883 	 2.13257e+48 	 7.23037e+17 	 1.44611e+16 	 696 	 0.0792623 	 0.000898464 	 0.50155
175671 	 7.47884 	 1.49601 	 100.552 	 7119.01 	 20.5797 	 242.303 	 2.09912e+48 	 7.36645e+17 	 1.42652e+16 	 697 	 0.0781323 	 0.000882816 	 0.501175
176590 	 7.48666 	 1.50911 	 46.5588 	 1542.3 	 0.446461 	 241.879 	 8.71722e+47 	 7.29209e+18 	 3.10016e+14 	 496 	 0.0668387 	 0.000868789 	 0.253763
177215 	 7.49201 	 1.50925 	 99.9112 	 7152.6 	 20.6412 	 242.295 	 2.12145e+48 	 7.37795e+17 	 1.43083e+16 	 698 	 0.0786905 	 0.000862668 	 0.502095
178765 	 7.5052 	 1.51724 	 98.9428 	 7137.84 	 20.3918 	 242.711 	 2.08731e+48 	 7.51688e+17 	 1.41112e+16 	 699 	 0.0775429 	 0.000847777 	 0.501689
180325 	 7.51844 	 1.52528 	 97.9811 	 7122.47 	 20.141 	 243.125 	 2.05298e+48 	 7.65907e+17 	 1.39139e+16 	 700 	 0.0763896 	 0.000831747 	 0.501265
180988 	 7.52406 	 1.53618 	 45.5077 	 1547.76 	 0.440983 	 242.706 	 8.75165e+47 	 7.5364e+18 	 3.05168e+14 	 495 	 0.0668387 	 0.000822453 	 0.254115
181891 	 7.53172 	 1.53863 	 97.3414 	 7152.41 	 20.1774 	 243.116 	 2.07076e+48 	 7.67606e+17 	 1.39395e+16 	 701 	 0.0768166 	 0.000814307 	 0.502114
183464 	 7.54503 	 1.54673 	 96.4035 	 7137.14 	 19.9312 	 243.525 	 2.03706e+48 	 7.81974e+17 	 1.37463e+16 	 702 	 0.075683 	 0.0008004 	 0.50166
185049 	 7.55839 	 1.55488 	 95.472 	 7121.3 	 19.684 	 243.933 	 2.00323e+48 	 7.96671e+17 	 1.35532e+16 	 703 	 0.0745454 	 0.000785405 	 0.501188
185461 	 7.56185 	 1.56364 	 44.4646 	 1551.57 	 0.434449 	 243.52 	 8.77615e+47 	 7.798e+18 	 2.99641e+14 	 494 	 0.0668387 	 0.00077887 	 0.254405
186637 	 7.57177 	 1.56835 	 94.8461 	 7149.45 	 19.7091 	 243.924 	 2.01882e+48 	 7.98652e+17 	 1.3571e+16 	 704 	 0.0749089 	 0.000769081 	 0.501969
188235 	 7.5852 	 1.57656 	 93.9179 	 7130.74 	 19.4463 	 244.327 	 1.98214e+48 	 8.14016e+17 	 1.33679e+16 	 705 	 0.0736919 	 0.000754781 	 0.501468
189844 	 7.59867 	 1.58482 	 93.0029 	 7112.49 	 19.1899 	 244.728 	 1.94662e+48 	 8.29563e+17 	 1.317e+16 	 706 	 0.0725078 	 0.000742045 	 0.500951
190010 	 7.60006 	 1.59151 	 43.4428 	 1554.63 	 0.427542 	 244.32 	 8.79588e+47 	 8.07101e+18 	 2.93911e+14 	 493 	 0.0668387 	 0.00073785 	 0.254637
191456 	 7.61217 	 1.59841 	 92.3895 	 7138.71 	 19.2034 	 244.719 	 1.95992e+48 	 8.31875e+17 	 1.31798e+16 	 707 	 0.0728054 	 0.000726751 	 0.501667
193078 	 7.62571 	 1.60674 	 91.4841 	 7118.59 	 18.9388 	 245.115 	 1.92285e+48 	 8.47959e+17 	 1.29771e+16 	 708 	 0.0715787 	 0.000713358 	 0.501122
194637 	 7.63869 	 1.62501 	 42.1718 	 1537.21 	 0.40644 	 244.715 	 8.68523e+47 	 8.46296e+18 	 2.78954e+14 	 492 	 0.0668387 	 0.000699225 	 0.253304
194711 	 7.6393 	 1.62041 	 90.866 	 7142 	 18.9343 	 245.109 	 1.93295e+48 	 8.50837e+17 	 1.29744e+16 	 709 	 0.0717832 	 0.000698696 	 0.501784
196347 	 7.65292 	 1.62881 	 89.9829 	 7122.05 	 18.6755 	 245.501 	 1.89674e+48 	 8.67122e+17 	 1.27766e+16 	 710 	 0.0705825 	 0.000685913 	 0.501212
197994 	 7.66658 	 1.63726 	 89.1126 	 7102.63 	 18.4234 	 245.892 	 1.86177e+48 	 8.83586e+17 	 1.25841e+16 	 711 	 0.0694168 	 0.000674548 	 0.500624
199343 	 7.67774 	 1.65372 	 41.2061 	 1539.44 	 0.39956 	 245.497 	 8.69945e+47 	 8.75978e+18 	 2.73358e+14 	 491 	 0.0668387 	 0.000662835 	 0.253451
199651 	 7.68029 	 1.65105 	 88.5054 	 7123.91 	 18.4071 	 245.885 	 1.86954e+48 	 8.86889e+17 	 1.25734e+16 	 712 	 0.0695549 	 0.000659648 	 0.501224
201312 	 7.69403 	 1.65958 	 87.6438 	 7102.63 	 18.1477 	 246.271 	 1.83317e+48 	 9.03948e+17 	 1.23767e+16 	 713 	 0.0683507 	 0.000648806 	 0.500611
202984 	 7.70782 	 1.66814 	 86.7822 	 7079.84 	 17.882 	 246.656 	 1.79583e+48 	 9.216e+17 	 1.21765e+16 	 714 	 0.067118 	 0.00063816 	 0.499982
204130 	 7.71724 	 1.68287 	 40.256 	 1540.69 	 0.392207 	 246.266 	 8.70761e+47 	 9.07207e+18 	 2.6749e+14 	 490 	 0.0668387 	 0.000627433 	 0.253544
204665 	 7.72165 	 1.68206 	 86.1848 	 7098.83 	 17.8538 	 246.648 	 1.80122e+48 	 9.25394e+17 	 1.21576e+16 	 715 	 0.0671887 	 0.00062416 	 0.500523
206352 	 7.73551 	 1.6907 	 85.3443 	 7076.26 	 17.5945 	 247.029 	 1.78768e+48 	 9.43285e+17 	 1.19626e+16 	 716 	 0.0668387 	 0.000613998 	 0.499869
208050 	 7.74942 	 1.6994 	 84.5037 	 7052.19 	 17.3295 	 247.408 	 1.78318e+48 	 9.61801e+17 	 1.17644e+16 	 717 	 0.0668387 	 0.000602966 	 0.4992
209001 	 7.75719 	 1.71248 	 39.3337 	 1541.93 	 0.385019 	 247.024 	 8.71523e+47 	 9.39197e+18 	 2.61783e+14 	 489 	 0.0668387 	 0.000595126 	 0.253583
209755 	 7.76337 	 1.71344 	 83.9214 	 7069.85 	 17.2958 	 247.4 	 1.78647e+48 	 9.65931e+17 	 1.17419e+16 	 718 	 0.0668387 	 0.000590853 	 0.499683
211468 	 7.77736 	 1.72221 	 83.0951 	 7044.96 	 17.0309 	 247.774 	 1.78181e+48 	 9.84929e+17 	 1.15446e+16 	 719 	 0.0668387 	 0.000581322 	 0.498991
213192 	 7.7914 	 1.73103 	 82.2812 	 7020.73 	 16.7735 	 248.148 	 1.77734e+48 	 1.00413e+18 	 1.1353e+16 	 720 	 0.0668387 	 0.000570959 	 0.498284
213957 	 7.79761 	 1.74255 	 38.4208 	 1541.78 	 0.377146 	 247.769 	 8.7145e+47 	 9.73265e+18 	 2.55658e+14 	 488 	 0.0668387 	 0.000564637 	 0.25357
214923 	 7.80548 	 1.7452 	 81.7067 	 7035.9 	 16.7279 	 248.14 	 1.78015e+48 	 1.00888e+18 	 1.13225e+16 	 721 	 0.0668387 	 0.000559572 	 0.498711
216662 	 7.8196 	 1.7541 	 80.9066 	 7010.87 	 16.4709 	 248.509 	 1.77552e+48 	 1.02859e+18 	 1.1132e+16 	 722 	 0.0668387 	 0.00054966 	 0.497981
218412 	 7.83377 	 1.76304 	 80.1064 	 6984.37 	 16.2089 	 248.877 	 1.77055e+48 	 1.049e+18 	 1.09388e+16 	 723 	 0.0668387 	 0.000540885 	 0.497237
218999 	 7.83851 	 1.7731 	 37.5235 	 1540.75 	 0.368931 	 248.503 	 8.70826e+47 	 1.00908e+19 	 2.49351e+14 	 487 	 0.0668387 	 0.000535851 	 0.253507
220169 	 7.84798 	 1.77735 	 79.5448 	 6998.02 	 16.1577 	 248.868 	 1.77311e+48 	 1.0542e+18 	 1.09046e+16 	 724 	 0.0668387 	 0.000530172 	 0.497611
221934 	 7.86224 	 1.78638 	 78.7579 	 6970.72 	 15.8965 	 249.232 	 1.76798e+48 	 1.07516e+18 	 1.07126e+16 	 725 	 0.0668387 	 0.000520852 	 0.496845
223712 	 7.87654 	 1.79546 	 77.9831 	 6944.15 	 15.6431 	 249.594 	 1.76305e+48 	 1.09635e+18 	 1.05265e+16 	 726 	 0.0668387 	 0.000512608 	 0.496065
224130 	 7.8799 	 1.80414 	 36.6536 	 1539.84 	 0.360999 	 249.226 	 8.7023e+47 	 1.04572e+19 	 2.43282e+14 	 486 	 0.0668387 	 0.000508659 	 0.253395
225495 	 7.89089 	 1.80989 	 77.4273 	 6955.08 	 15.58 	 249.585 	 1.76505e+48 	 1.10233e+18 	 1.04844e+16 	 727 	 0.0668387 	 0.000501635 	 0.496386
227288 	 7.90528 	 1.81906 	 76.6654 	 6927.74 	 15.3276 	 249.944 	 1.75997e+48 	 1.12411e+18 	 1.02998e+16 	 728 	 0.0668387 	 0.000493752 	 0.495585
229092 	 7.91972 	 1.82828 	 75.9032 	 6898.94 	 15.0708 	 250.301 	 1.75453e+48 	 1.14667e+18 	 1.01128e+16 	 729 	 0.0668387 	 0.000486003 	 0.494771
229352 	 7.9218 	 1.83568 	 35.799 	 1538.11 	 0.352799 	 249.937 	 8.6913e+47 	 1.08417e+19 	 2.37079e+14 	 485 	 0.0668387 	 0.000482963 	 0.253236
230902 	 7.9342 	 1.84285 	 75.3646 	 6909.28 	 15.0082 	 250.292 	 1.75651e+48 	 1.15297e+18 	 1.00711e+16 	 730 	 0.0668387 	 0.000475657 	 0.495041
232723 	 7.94873 	 1.85216 	 74.6148 	 6879.69 	 14.7526 	 250.645 	 1.75091e+48 	 1.17617e+18 	 9.88572e+15 	 731 	 0.0668387 	 0.000468244 	 0.494206
234556 	 7.96332 	 1.86152 	 73.8768 	 6850.92 	 14.5051 	 250.996 	 1.74553e+48 	 1.19962e+18 	 9.70624e+15 	 732 	 0.0668387 	 0.000460138 	 0.493358
234668 	 7.96421 	 1.86773 	 34.9596 	 1535.61 	 0.34437 	 250.638 	 8.67545e+47 	 1.12453e+19 	 2.30768e+14 	 484 	 0.0668387 	 0.000457853 	 0.253029
236393 	 7.97794 	 1.87623 	 73.3483 	 6859.46 	 14.4368 	 250.987 	 1.74718e+48 	 1.20658e+18 	 9.66086e+15 	 733 	 0.0668387 	 0.000451194 	 0.493579
238242 	 7.99262 	 1.88568 	 72.6161 	 6828.78 	 14.1847 	 251.335 	 1.74135e+48 	 1.23102e+18 	 9.47906e+15 	 734 	 0.0668387 	 0.000444217 	 0.492711
240077 	 8.00714 	 1.90554 	 33.9513 	 1515.85 	 0.326335 	 250.983 	 8.54996e+47 	 1.1795e+19 	 2.18381e+14 	 483 	 0.0668387 	 0.000434914 	 0.251487
240103 	 8.00735 	 1.90051 	 72.0846 	 6834.74 	 14.1051 	 251.328 	 1.74244e+48 	 1.23889e+18 	 9.4261e+15 	 735 	 0.0668387 	 0.000434821 	 0.492892
241968 	 8.02211 	 1.91005 	 71.3821 	 6806.72 	 13.8723 	 251.672 	 1.73732e+48 	 1.26312e+18 	 9.25785e+15 	 736 	 0.0668387 	 0.000428142 	 0.492004
243846 	 8.03694 	 1.91964 	 70.661 	 6773.82 	 13.6183 	 252.015 	 1.73096e+48 	 1.28921e+18 	 9.07596e+15 	 737 	 0.0668387 	 0.00042082 	 0.491104
245584 	 8.05062 	 1.93865 	 33.1535 	 1512.51 	 0.31813 	 251.668 	 8.52884e+47 	 1.22382e+19 	 2.12311e+14 	 482 	 0.0668387 	 0.000413211 	 0.251214
245736 	 8.05182 	 1.93462 	 70.1563 	 6781.28 	 13.5504 	 252.008 	 1.73254e+48 	 1.29692e+18 	 9.03099e+15 	 738 	 0.0668387 	 0.0004127 	 0.491238
247630 	 8.06673 	 1.9443 	 69.4463 	 6747.59 	 13.2982 	 252.347 	 1.72601e+48 	 1.32381e+18 	 8.851e+15 	 739 	 0.0668387 	 0.000405679 	 0.490319
249537 	 8.08171 	 1.95405 	 68.7538 	 6715.95 	 13.0599 	 252.684 	 1.72001e+48 	 1.35065e+18 	 8.68076e+15 	 740 	 0.0668387 	 0.000399501 	 0.489388
251189 	 8.09464 	 1.97231 	 32.371 	 1508.54 	 0.309821 	 252.343 	 8.50377e+47 	 1.27022e+19 	 2.06214e+14 	 481 	 0.0668387 	 0.000392668 	 0.250896
251456 	 8.09674 	 1.96918 	 68.2448 	 6719.04 	 12.9748 	 252.678 	 1.72059e+48 	 1.35995e+18 	 8.62443e+15 	 741 	 0.0668387 	 0.000391834 	 0.489476
253381 	 8.11181 	 1.97902 	 67.5689 	 6687.81 	 12.7439 	 253.011 	 1.71472e+48 	 1.38727e+18 	 8.4598e+15 	 742 	 0.0668387 	 0.000385209 	 0.488527
255318 	 8.12694 	 1.98892 	 66.8923 	 6655.16 	 12.5099 	 253.344 	 1.70849e+48 	 1.4156e+18 	 8.29353e+15 	 743 	 0.0668387 	 0.000379385 	 0.487566
256897 	 8.13924 	 2.00655 	 31.6037 	 1503.96 	 0.301435 	 253.007 	 8.47488e+47 	 1.31882e+19 	 2.00105e+14 	 480 	 0.0668387 	 0.000373215 	 0.250536
257267 	 8.14213 	 2.00421 	 66.3963 	 6657.3 	 12.4247 	 253.337 	 1.70892e+48 	 1.42556e+18 	 8.23731e+15 	 744 	 0.0668387 	 0.000371468 	 0.48761
259222 	 8.15736 	 2.0142 	 65.7299 	 6623.89 	 12.1927 	 253.666 	 1.70252e+48 	 1.45481e+18 	 8.07299e+15 	 745 	 0.0668387 	 0.000365886 	 0.486631
261190 	 8.17265 	 2.02426 	 65.0747 	 6591.43 	 11.9686 	 253.994 	 1.69636e+48 	 1.48434e+18 	 7.91439e+15 	 746 	 0.0668387 	 0.000360393 	 0.485641
262708 	 8.18442 	 2.04137 	 30.8572 	 1499.35 	 0.293268 	 253.661 	 8.44545e+47 	 1.36896e+19 	 1.94181e+14 	 479 	 0.0668387 	 0.000354143 	 0.250135
263169 	 8.188 	 2.03971 	 64.5848 	 6591.35 	 11.8779 	 253.987 	 1.69632e+48 	 1.49545e+18 	 7.85463e+15 	 747 	 0.0668387 	 0.000352903 	 0.485642
265155 	 8.2034 	 2.04988 	 63.9452 	 6559.34 	 11.6612 	 254.311 	 1.6903e+48 	 1.52554e+18 	 7.70149e+15 	 748 	 0.0668387 	 0.000347636 	 0.484635
267155 	 8.21886 	 2.0601 	 63.2932 	 6523.54 	 11.4311 	 254.634 	 1.6833e+48 	 1.5576e+18 	 7.53997e+15 	 749 	 0.0668387 	 0.000341828 	 0.483617
268625 	 8.2302 	 2.07678 	 30.12 	 1493.65 	 0.284812 	 254.306 	 8.40957e+47 	 1.42218e+19 	 1.88104e+14 	 478 	 0.0668387 	 0.000336711 	 0.249692
269165 	 8.23437 	 2.07572 	 62.8146 	 6522.35 	 11.3402 	 254.626 	 1.68307e+48 	 1.56958e+18 	 7.48022e+15 	 750 	 0.0668387 	 0.000335362 	 0.483575
271183 	 8.24994 	 2.08605 	 62.1836 	 6488.18 	 11.1229 	 254.946 	 1.6765e+48 	 1.60186e+18 	 7.32769e+15 	 751 	 0.0668387 	 0.000330389 	 0.48254
273215 	 8.26556 	 2.09644 	 61.5633 	 6455.03 	 10.9133 	 255.264 	 1.6702e+48 	 1.63444e+18 	 7.18066e+15 	 752 	 0.0668387 	 0.000324899 	 0.481494
274652 	 8.27659 	 2.11281 	 29.4032 	 1487.98 	 0.276617 	 254.941 	 8.37353e+47 	 1.47706e+19 	 1.82237e+14 	 477 	 0.0668387 	 0.000320189 	 0.249209
275258 	 8.28125 	 2.11223 	 61.0895 	 6451.46 	 10.8171 	 255.257 	 1.66944e+48 	 1.64785e+18 	 7.11752e+15 	 753 	 0.0668387 	 0.00031878 	 0.481412
277308 	 8.29699 	 2.12273 	 60.4783 	 6417.56 	 10.6096 	 255.571 	 1.66296e+48 	 1.68156e+18 	 6.97245e+15 	 754 	 0.0668387 	 0.000313506 	 0.48035
279373 	 8.31279 	 2.1333 	 59.8661 	 6382.28 	 10.3998 	 255.885 	 1.65611e+48 	 1.71654e+18 	 6.82618e+15 	 755 	 0.0668387 	 0.000308889 	 0.479277
280789 	 8.32361 	 2.14946 	 28.701 	 1481.84 	 0.268444 	 255.567 	 8.33451e+47 	 1.53444e+19 	 1.76419e+14 	 476 	 0.0668387 	 0.000304521 	 0.248688
281449 	 8.32866 	 2.14927 	 59.4135 	 6379.91 	 10.3133 	 255.878 	 1.65574e+48 	 1.73007e+18 	 6.76957e+15 	 756 	 0.0668387 	 0.000303096 	 0.479155
283533 	 8.34457 	 2.15995 	 58.81 	 6343.88 	 10.1057 	 256.188 	 1.64871e+48 	 1.76628e+18 	 6.62531e+15 	 757 	 0.0668387 	 0.000298105 	 0.478066
285631 	 8.36056 	 2.1707 	 58.2055 	 6306.45 	 9.89609 	 256.497 	 1.6413e+48 	 1.80389e+18 	 6.48006e+15 	 758 	 0.0668387 	 0.000293742 	 0.476968
287041 	 8.37127 	 2.18676 	 28.0134 	 1475.25 	 0.260314 	 256.183 	 8.29267e+47 	 1.59441e+19 	 1.70665e+14 	 475 	 0.0668387 	 0.000289662 	 0.248128
287741 	 8.37661 	 2.18686 	 57.7676 	 6304.02 	 9.8138 	 256.489 	 1.641e+48 	 1.81806e+18 	 6.42636e+15 	 759 	 0.0668387 	 0.00028772 	 0.476806
289860 	 8.39271 	 2.19772 	 57.1827 	 6268.3 	 9.61611 	 256.795 	 1.63405e+48 	 1.85594e+18 	 6.28941e+15 	 760 	 0.0668387 	 0.000283529 	 0.475691
291992 	 8.40888 	 2.20865 	 56.6024 	 6232.44 	 9.42108 	 257.099 	 1.62705e+48 	 1.89471e+18 	 6.15456e+15 	 761 	 0.0668387 	 0.000279402 	 0.474568
293410 	 8.4196 	 2.22472 	 27.3295 	 1467.1 	 0.251753 	 256.79 	 8.24174e+47 	 1.65903e+19 	 1.64662e+14 	 474 	 0.0668387 	 0.000275049 	 0.24753
